,Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,description__profile,ceo__profile,industry__profile,pe__quote,ebitda__income-statement,netIncome__income-statement,revenue__income-statement,eps__income-statement,epsdiluted__income-statement,totalAssets__balance-sheet-statement,totalLiabilities__balance-sheet-statement,cashAndShortTermInvestments__balance-sheet-statement,freeCashFlow__cash-flow-statement,growthEBITDA__income-statement-growth,growthNetIncome__income-statement-growth,growthEPS__income-statement-growth,derived__netIncomeMargin,derived__debtRatio
190,ELAN,Elanco Animal Health Incorporated Common Stock,$31.05,-0.06,-0.193%,14680431989.0,United States,2018.0,3050416,Health Care,Major Pharmaceuticals,"Elanco Animal Health Incorporated, an animal health company, innovates, develops, manufactures, and markets products for companion and food animals. It offers companion animal disease prevention products, such as parasiticide and vaccine products that protect pets from worms, fleas, and ticks; companion animal therapeutics for pain, osteoarthritis, ear infections, cardiovascular, and dermatology indications in canines and felines; vaccines, antibiotics, parasiticides, and other products for use in poultry and aquaculture production, as well as functional nutritional health products, including enzymes, probiotics, and prebiotics; and a range of vaccines, antibiotics, implants, parasiticides, and other products used in ruminant and swine production. The company sells its products to third-party distributors; veterinarians; and food animal producers, including beef and dairy farmers, as well as pork, poultry, and aquaculture operations in approximately 90 countries in North America, Europe, the Middle East, Africa, Latin America, and the Asia-Pacific. The company has a research and development collaboration with AgBiome, Inc. to develop nutritional health products for swine; and strategic alliance with the Purdue University and Purdue Research Foundation. Elanco Animal Health Incorporated was founded in 1954 and is headquartered in Greenfield, Indiana.",Mr. Jeffrey Simmons,Drug Manufacturers General Specialty & Generic,,570400000.0,67900000.0,3071000000.0,0.18401084010840107,0.1833648393194707,8985800000.0,3438900000.0,334000000.0,26700000.0,0.11580594679186229,-0.21502890173410405,-0.3428184281842822,0.022110061869098013,0.3827038215851677
191,ELS,Equity Lifestyle Properties Inc. Common Stock,$69.49,1.08,1.579%,12669072060.0,United States,,1021445,Consumer Services,Real Estate Investment Trusts,"We are a self-administered, self-managed real estate investment trust (?REIT?) with headquarters in Chicago. As of October 19, 2020, we own or have an interest in 415 quality properties in 33 states and British Columbia consisting of 157,690 sites.",Ms. Marguerite Nader,REIT Residential,55.8119,496092000.0,228284000.0,1034260000.0,1.2625978263875446,1.2625978263875446,4418969000.0,3114214000.0,24060000.0,249455000.0,0.0365179455678271,-0.1821852195501166,-0.18013128156653255,0.22072206215071646,0.7047376888138387
192,ELY,Callaway Golf Company Common Stock,$30.94,2.1,7.282%,5713749298.0,United States,1992.0,4315434,Consumer Non-Durables,Recreational Products/Toys,"Callaway Golf Company, together with its subsidiaries, designs, manufactures, and sells golf clubs and golf balls, apparel, gear, and other products. It operates through two segments, Golf Equipment; and Apparel, Gear and Other. The Golf Equipment segment provides drivers, fairway woods, hybrids, irons, wedges and packaged sets, putters, and pre-owned golf clubs under the Callaway and Odyssey brands, as well as golf balls under the Callaway Golf and Strata brand names. The Apparel, Gear and Other segment offers golf apparel and footwear; golf accessories, including golf bags, golf gloves, headwear, and practice aids under the Callaway brand; and golf and lifestyle apparel, hats, luggage and accessories, footwear, belts, hats, socks, and underwear under the TravisMathew brand name. This segment also provides storage gear for sport and personal use, including backpacks; travel, duffel, and golf bags; and storage gear accessories, as well as outerwear, headwear, and accessories under the OGIO brand. In addition, it offers outdoor apparel, such as jackets, and trousers and tops; and footwear and outdoor equipment, including packs and bags, travel bags, tents, sleeping bags, and accessories. The company sells its products through golf retailers, sporting goods retailers, mass merchants, Internet retailers, department stores, field representatives, on-line retailers, mail order stores, and in-house sales representatives, as well as to third-party distributors in the United States and approximately 100 countries. It also offers pre-owned golf products through its Website callawaygolfpreowned.com; and OGIO and TravisMathew products through its Websites callawaygolf.com, odysseygolf.com, ogio.com, and travismathew.com. The company was incorporated in 1982 and is headquartered in Carlsbad, California.",Mr. Oliver Brewer,Leisure,30.450998,108262000.0,-126934000.0,1589460000.0,-1.3467655515591346,-1.3467655515591346,1980600000.0,1304956000.0,366119000.0,188976000.0,-0.3541185665109564,-2.5985039290751564,-2.6032923232846783,-0.07985982660777874,0.6588690295869939
193,EMN,Eastman Chemical Company Common Stock,$124.04,1.0,0.813%,16909569669.0,United States,,549154,Basic Industries,Major Chemicals,"Eastman Chemical Company operates as an advanced materials and specialty additives company worldwide. The company's Additives & Functional Products segment offers specialty coalescent, specialty and commodity solvents, paint additives, and specialty polymers; hydrocarbon and rosin resins; insoluble sulfur and anti-degradant rubber additives; performance resins; amine derivative-based building blocks; heat transfer and aviation fluids; organic acid-based solutions; and metam-based soil fumigants, thiram and ziram based fungicides, and plant growth regulators. It serves the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. Its Advanced Materials segment provides copolyesters, cellulose esters, polyvinyl butyral (PVB) sheets, and window and protective films, and aftermarket applied film products for value-added end uses in the transportation, consumables, building and construction, durable goods, and health and wellness markets. The company's Chemical Intermediates segment offers Olefin and acetyl derivatives, ethylene, and commodity solvents; primary non-phthalate and phthalate plasticizers, and niche non- phthalate plasticizers; and methylamines and salts higher amines and solvents to the industrial chemicals and processing, building and construction, health and wellness, and agrochemicals. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, aerospace, personal hygiene, and consumables markets. Eastman Chemical Company was founded in 1920 and is headquartered in Kingsport, Tennessee.",Mr. Mark Costa,Chemicals,35.200886,1669000000.0,478000000.0,8473000000.0,3.53,3.5,16083000000.0,9975000000.0,564000000.0,1072000000.0,-0.13072916666666667,-0.3702239789196311,-0.3605072463768116,0.056414493095715806,0.6202201081887707
194,ENB,Enbridge Inc Common Stock,$39.79,-0.15,-0.376%,80596477091.0,Canada,,3246532,Energy,Oil & Gas Production,"Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada.",Mr. Albert Monaco,Oil & Gas Midstream,15.0737,11669000000.0,4964000000.0,39087000000.0,2.45864289252105,2.4574257425742574,160276000000.0,98909000000.0,14270000000.0,10582000000.0,-0.0335431505714759,-0.12988606485539,-0.0686958740450568,0.12699874638626654,0.6171167236517008
195,ENR,Energizer Holdings Inc. Common Stock,$49.38,0.7,1.438%,3375961275.0,United States,2015.0,394606,Basic Industries,Metal Fabrications,"Energizer Holdings, Inc., together with its subsidiaries, manufactures, markets, and distributes household batteries, specialty batteries, and lighting products worldwide. It offers lithium, alkaline, carbon zinc, nickel metal hydride, zinc air, and silver oxide batteries under the Energizer and Eveready brands, as well as primary, rechargeable, specialty, and hearing aid products. The company also provides headlights, lanterns, children's and area lights, as well as flash lights under the Energizer, Eveready, Hard Case, Dolphin, and WeatherReady brands. In addition, it licenses the Energizer and Eveready brands to companies developing consumer solutions in gaming, automotive batteries, portable power for critical devices, LED light bulbs, and other lighting products. Further, the company designs and markets automotive fragrance and appearance products under the Armor All, Nu Finish, Scratch Doctor, Refresh Your Car!, LEXOL, Eagle One, California Scents, Driven, and Bahama & Co. brands. It sells its products through direct sales force, third party distributors, and wholesalers; and through various retail and business-to-business channels, including mass merchandisers and warehouse clubs, food stores, drug and convenience stores, electronics specialty stores and department stores, hardware and automotive centers, and military stores, as well as through e-commerce. Energizer Holdings, Inc. is headquartered in St. Louis, Missouri.",Mr. Alan Hoskins,Electrical Equipment & Parts,170.8088,157000.0,47000.0,2744000.0,0.0006911764705882353,0.0006911764705882353,5728000000.0,5419000000.0,459000000.0,389000000.0,-0.9995213414634146,-0.9990802348336595,-0.9988285144566301,0.017128279883381923,0.946054469273743
196,ENS,EnerSys Common Stock,$89.73,1.37,1.55%,3830303433.0,United States,2004.0,391151,Consumer Non-Durables,Telecommunications Equipment,"EnerSys manufactures, markets, and distributes industrial batteries. The company offers battery chargers, power equipment, battery accessories, and outdoor cabinet enclosures, as well as related after-market and customer-support services for industrial batteries. It also provides reserve power products that are used for backup power for the continuous operation of critical applications in telecommunications systems, uninterruptible power systems applications for computer and computer-controlled systems, and other specialty power applications, including medical and security systems, premium starting, lighting, and ignition applications, as well as in switchgear, electrical control systems used in electric utilities, large-scale energy storage, energy pipelines, commercial aircraft, satellites, military aircraft, submarines, ships, and tactical vehicles. The company's reserve power products also include thermally managed cabinets and enclosures for electronic equipment and batteries. In addition, it offers motive power products that are used to provide power for electric industrial forklifts used in manufacturing, warehousing, and other material handling applications, as well as mining equipment, diesel locomotive starting, and other rail equipment. The company sells its products through a network of distributors, independent representatives, and internal sales forces in North and South America, Europe, the Middle East, Africa, Asia, Australia, and Oceania. The company was formerly known as Yuasa, Inc. and changed its name to EnerSys in January 2001 to reflect its focus on the energy systems business. EnerSys was incorporated in 2000 and is headquartered in Reading, Pennsylvania.",Mr. David Shaffer,Electrical Equipment & Parts,35.6347,342567000.0,137116000.0,3087868000.0,3.23,3.2,3301698000.0,1997636000.0,326979000.0,151973000.0,0.08765585361904248,-0.14430319709933287,-0.14775725593667546,0.04440474787134683,0.605032925482585
197,ENV,Envestnet Inc Common Stock,$70.71,0.04,0.057%,3847395093.0,United States,2010.0,667463,Technology,EDP Services,"Envestnet, Inc., together with its subsidiaries, provides intelligent systems for wealth management and financial wellness in the United States and internationally. It operates through Envestnet Welth Solutions and Envestnet Data & Analytics segments. The company's product and services include Envestnet | Enterprise, which provides an end-to-end open architecture wealth management platform, as well as sells data aggregation and reporting, data analytics, and digital advice capabilities; Envestnet | Tamarac that provides trading, rebalancing, portfolio accounting, performance reporting, and client relationship management software; and Envestnet | MoneyGuide that provides goals-based financial planning solutions to the financial services industry. It also provides Envestnet | Retirement Solutions, which offer a suite of services for advisor-sold retirement plans; and Envestnet | Portfolio Management Consultants that provide research and consulting services to assist advisors in creating investment solutions for their clients, and portfolio overlay and tax optimization services, as well as data aggregation and data analytics platform, which offers cloud-based innovation for digital financial services. The company primarily serves banks, wealth management and brokerage firms, internet services companies, and registered investment advisers. Envestnet, Inc. was founded in 1999 and is headquartered in Chicago, Illinois.",Mr. William Crager,Software Application,185.8427,133102000.0,-3110000.0,998230000.0,-0.06,-0.06,2144290000.0,1168472000.0,384565000.0,102840000.0,0.5622667198760535,-0.8146823978071743,-0.8181818181818182,-0.0031155144605952536,0.5449225617803563
198,EOG,EOG Resources Inc. Common Stock,$76.98,0.27,0.352%,44929120349.0,United States,,4723362,Energy,Oil & Gas Production,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, and natural gas and natural gas liquids. The company's principal producing areas are located in New Mexico, North Dakota, Texas, and Wyoming in the United States; and the Republic of Trinidad and Tobago, the People's Republic of China, and Canada. As of December 31, 2019, it had total estimated net proved reserves of 3,329 million barrels of oil equivalent, including 1,694 million barrels (MMBbl) crude oil and condensate reserves; 740 MMBbl of natural gas liquid reserves; and 5,370 billion cubic feet of natural gas reserves. The company was formerly known as Enron Oil & Gas Company. EOG Resources, Inc. was founded in 1985 and is headquartered in Houston, Texas.",Mr. William Thomas,Oil & Gas E&P,768.2407,3858263000.0,-604572000.0,9873240000.0,-1.04,-1.04,35804601000.0,15502714000.0,3328928000.0,1543083000.0,-0.4985431709562694,-1.2210573656902786,-1.2198731501057083,-0.06123339450879347,0.4329810573786313
199,EPAM,EPAM Systems Inc. Common Stock,$458.38,-2.9,-0.629%,25751541333.0,United States,2012.0,495292,Technology,EDP Services,"EPAM Systems, Inc. provides digital platform engineering and software development services in North America, Europe, Armenia, Belarus, Kazakhstan, Russia, Ukraine, Asia, and Australia. The company offers engineering services, including requirements analysis and platform selection, customization, cross-platform migration, implementation, and integration; infrastructure management services, such as software development, testing, and maintenance with private, public, and mobile infrastructures for application, database, network, server, storage, and systems operations management, as well as monitoring, incident notification, and resolution services; and maintenance and support services. It also provides operation solutions comprising integrated engineering practices and smart automation; and optimization solutions that include software application testing, test management, automation, and consulting services to enable customers enhance their existing software testing and quality assurance practices, as well as other testing services that identify threats and close loopholes to protect its customers' business systems from information loss. In addition, the company offers industry, technology, experience, and technical advisory consulting services; and digital and service design solutions, which comprise strategy, design, creative, and program management services, as well as physical product development. It serves the financial services, travel and consumer, software and hi-tech, business information and media, life sciences and healthcare, and other industries. EPAM Systems, Inc. has a partnership with Curogram to help healthcare systems implement a simplified COVID-19 crisis response solution. The company was founded in 1993 and is headquartered in Newtown, Pennsylvania.",Mr. Arkadiy Dobkin,Information Technology Services,74.51269,442198000.0,327160000.0,2659478000.0,5.978910433304702,5.978910433304702,2721332000.0,738314000.0,1382150000.0,475614000.0,0.2700744183107532,0.2532128998647805,0.25344034241188684,0.12301662205891532,0.271306110390059
200,EPR,EPR Properties Common Stock,$48.34,0.87,1.833%,3614219619.0,United States,1997.0,707015,Consumer Services,Real Estate Investment Trusts,"EPR Properties is a leading experiential net lease real estate investment trust (REIT), specializing in select enduring experiential properties in the real estate industry. We focus on real estate venues which create value by facilitating out of home leisure and recreation experiences where consumers choose to spend their discretionary time and money. We have nearly $6.7 billion in total investments across 44 states. We adhere to rigorous underwriting and investing criteria centered on key industry, property and tenant level cash flow standards. We believe our focused approach provides a competitive advantage and the potential for stable and attractive returns.",Mr. Gregory Silvers,REIT Retail,,266309000.0,-131728000.0,414661000.0,-2.05,-2.05,6704185000.0,4073600000.0,1025577000.0,65273000.0,-0.48308785850711966,-1.6513352748920853,-1.7779221036080362,-0.3176763669599986,0.6076204639340949
201,EPRT,Essential Properties Realty Trust Inc. Common Stock,$25.68,0.48,1.905%,3017316463.0,United States,2018.0,559346,Consumer Services,Real Estate Investment Trusts,"Essential Properties Realty Trust, Inc., a real estate company, acquires, owns, and manages single-tenant properties in the United States. The company leases its properties to middle-market companies, such as restaurants, car washes, automotive services, medical services, convenience stores, entertainment, early childhood education, and health and fitness on a long-term basis. As of December 31, 2019, it had a portfolio of 1000 properties. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was founded in 2016 and is based in Princeton, New Jersey.",Mr. Peter Mavoides,REIT Diversified,56.65127,134854000.0,42273000.0,164009000.0,0.4435268172253087,0.4394387579204722,2488802000.0,906854000.0,26602000.0,99388000.0,0.17733233224494072,0.01025236593059937,-0.31765105042260156,0.25774805041186766,0.3643737026890849
202,EQC,Equity Commonwealth Common Shares of Beneficial Interest,$27.51,-0.15,-0.542%,3354070094.0,United States,,2964695,Consumer Services,Real Estate Investment Trusts,"Equity Commonwealth (NYSE: EQC) is a Chicago based, internally managed and self-advised real estate investment trust (REIT) with commercial office properties in the United States. EQC's same property portfolio is comprised of 4 properties and 1.5 million square feet.",Mr. David Helfand,REIT Office,391.7143,107154000.0,452093000.0,62134000.0,3.716189223624183,3.6679485619244656,3277671000.0,34507000.0,2987225000.0,33328000.0,1.492533147243545,-0.08238004384184461,-0.06393218548509323,7.276096822995461,0.010527902281833656
203,EQR,Equity Residential Common Shares of Beneficial Interest,$73.58,1.65,2.294%,27519315787.0,United States,,1499641,Consumer Services,Real Estate Investment Trusts,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, is focused on the acquisition, development and management of residential properties located in and around dynamic cities that attract high quality long-term renters. Equity Residential owns or has investments in 305 properties consisting of 78,568 apartment units, located in Boston, New York, Washington, D.C., Seattle, San Francisco, Southern California and Denver.",Mr. Mark Parrell,REIT Residential,42.013535,1607015000.0,913636000.0,2571705000.0,2.457391383868894,2.3677055204548636,20286891000.0,9523405000.0,42591000.0,1109457000.0,-0.07642285300490233,-0.05847315012618807,-0.05847073414985057,0.355264697933861,0.4694363961436969
204,EQT,EQT Corporation Common Stock,$18.41,-1.77,-8.771%,5133710701.0,United States,,19303885,Energy,Oil & Gas Production,"EQT Corporation operates as a natural gas production company in the United States. The company produces natural gas, natural gas liquids (NGLs), and crude oil. As of December 31, 2019, it had 17.5 trillion cubic feet of proved natural gas, NGLs, and crude oil reserves across approximately 1.3 million gross acres. The company was founded in 1925 and is headquartered in Pittsburgh, Pennsylvania.",Mr. Toby Rice,Oil & Gas E&P,,600889000.0,-967166000.0,3059000000.0,-3.79071180249352,-3.79071180249352,18113469000.0,8850739000.0,18210000.0,495470000.0,5.369465438471894,-0.20834087067557777,-0.2086196654502046,-0.3161706440013076,0.48862749592582183
205,ESI,Element Solutions Inc. Common Stock,$22.47,-0.42,-1.835%,5560348297.0,United States,2014.0,2478091,Basic Industries,Industrial Specialties,"Element Solutions Inc produces and sells specialty chemical products the United States, China, and internationally. The company operates in two segments, Electronics and Industrial & Specialty. The Electronics segment researches, formulates, and delivers specialty chemicals and materials for various types of electronics hardware products. This segment offers electronic assembly materials; circuitry solutions comprising circuit board metallization products, circuit formation products, and electronic materials; and semiconductor solutions. This segment primarily serves mobile communications, computers, automobiles, and aerospace equipment industries. The Industrial & Specialty segment provides industrial solutions, which include chemical systems that protect and decorate metal and plastic surfaces; graphics solutions that comprise consumable chemicals that enable printing image transfer on flexible packaging materials; and energy solutions, which consist of chemistries used in water-based hydraulic control fluids for offshore deep-water drilling. This segment's products include electroless nickel products, plating products, pre-treatment and cleaning solutions, functional conversion coatings, hard-coated films, and water treatment products; solid sheet printing elements and liquid imaging products; and offshore fluids. This segment serves the aerospace, automotive, construction, consumer electronics, consumer packaged goods, and oil and gas production end markets. The company was formerly known as Platform Specialty Products Corporation and changed its name to Element Solutions Inc in January 2019. Element Solutions Inc was founded in 1922 and is based in Fort Lauderdale, Florida.",Mr. Benjamin Gliklich,Specialty Chemicals,37.04319,237000000.0,75000000.0,1853000000.0,0.3024193548387097,0.30120481927710846,4483000000.0,2165000000.0,291000000.0,277000000.0,-0.413075780089153,-0.18655097613882862,-0.1599462365591388,0.040474905558553695,0.482935534240464
206,ESRT,Empire State Realty Trust Inc. Class A Common Stock,$11.79,0.17,1.463%,3367485703.0,United States,2013.0,1254033,Consumer Services,Real Estate Investment Trusts,"Empire State Realty Trust, Inc. (NYSE: ESRT), a leading real estate investment trust (REIT), owns, manages, operates, acquires and repositions office and retail properties in Manhattan and the greater New York metropolitan area, including the Empire State Building, the ?World's Most Famous Building.? Headquartered in New York, New York, the Company's office and retail portfolio covers 10.1 million rentable square feet, as of September 30, 2020, consisting of 9.4 million rentable square feet in 14 office properties, including nine in Manhattan, three in Fairfield County, Connecticut, and two in Westchester County, New York; and approximately 700,000 rentable square feet in the retail portfolio. Long the leader in energy efficiency retrofits and Indoor Environmental Quality, Empire State Realty Trust is the first commercial real estate portfolio in the U.S. to achieve the WELL Health-Safety Rating.",Mr. Anthony Malkin,REIT Diversified,,255871000.0,-12515000.0,609228000.0,-0.07017494673096333,-0.07017494673096333,4150695000.0,2419388000.0,526714000.0,182293000.0,-0.23914491486615877,-1.2444908963038213,-1.244490896303821,-0.020542391354304135,0.5828874441509193
207,ESS,Essex Property Trust Inc. Common Stock,$285.29,4.39,1.563%,18543539034.0,United States,1994.0,270039,Consumer Services,Real Estate Investment Trusts,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 246 apartment communities comprising approximately 60,000 apartment homes with an additional 6 properties in various stages of active development.",Mr. Michael Schall,REIT Residential,44.898117,955387000.0,568870000.0,1495748000.0,8.640132956620478,8.640132956620478,12936177000.0,6752985000.0,221397000.0,713023000.0,-0.020416303102945867,0.2949877756177069,0.2953722573643898,0.3803247605880135,0.5220232376226763
208,ESTC,Elastic N.V. Ordinary Shares,$106.49,-4.16,-3.76%,9559053126.0,United States,2018.0,1783102,Technology,Computer Software: Prepackaged Software,"Elastic N.V., a search company, delivers technology that enables users to search through structured and unstructured data for a range of consumer and enterprise applications. It primarily offers Elastic Stack, a set of software products that ingest and store data from various sources and formats, as well as perform search, analysis, and visualization. The company's Elastic Stack product comprises Elasticsearch, a distributed, real-time search and analytics engine, and data store for various types of data, including textual, numerical, geospatial, structured, and unstructured; Kibana, a user interface, management, and configuration interface for the Elastic Stack; Beats, a single-purpose data shippers for sending data from edge machines to Elasticsearch or Logstash; and Logstash, a data processing pipeline for ingesting data into Elasticsearch or other storage systems. It also provides software solutions on the Elastic Stack that address cases, including app search, site search, workplace search, logging, metrics, application performance management, business analytics, and security analytics. Its products are used by individual developers and organizations of a range of industries. The company was founded in 2012 and is headquartered in Mountain View, California.",Mr. Shay Banon,Software Application,,-158246000.0,-167174000.0,427620000.0,-2.12,-2.12,803911000.0,390264000.0,297081000.0,-35627000.0,0.6542373590073279,0.6341065266903219,0.13978494623655913,-0.39094055469809647,0.48545672344326674
209,EVR,Evercore Inc. Class A Common Stock,$144.02,1.07,0.749%,5897614103.0,United States,2006.0,316967,Finance,Investment Managers,"Evercore Inc., together with its subsidiaries, operates as an independent investment banking advisory firm in the United States, Europe, Latin America, and internationally. It operates through two segments, Investment Banking and Investment Management. The Investment Banking segment offers advisory services on mergers, acquisitions, divestitures, leveraged buyouts, restructurings, shareholder activism and defense, and related corporate finance matters; and services related to securities underwriting, private placement services, and commissions for agency-based equity trading services and equity research. This segment also provides restructuring advice to companies in financial transition, as well as to creditors, shareholders, and potential acquirers; and macroeconomic, policy, and fundamental equity research and agency-based equity securities trading for institutional investors. In addition, it engages in the provision of capital markets advisory services and advisory services focused on secondary transactions for private funds interests; and raising funds for financial sponsors. The Investment Management segment offers investment advisory, wealth management, and fiduciary services for high net-worth individuals and related entities; and institutional asset management services, including financial assets management services for institutional investors. It also holds interests in private equity funds; and provides trust services. The company was formerly known as Evercore Partners Inc. and changed its name to Evercore Inc. in August 2017. Evercore Inc. was founded in 1995 and is headquartered in New York, New York.",Mr. Ralph Schlosstein,Capital Markets,13.474861,0.0,350574000.0,2250313000.0,8.64,8.22,3370888000.0,1881514000.0,0.0,925041000.0,0.0,0.17865355908497962,0.16129032258064518,0.15578899468651694,0.5581656821585291
210,EW,Edwards Lifesciences Corporation Common Stock,$91.75,-0.02,-0.022%,57035174290.0,United States,,2402801,Health Care,Industrial Specialties,"Edwards Lifesciences Corporation provides products and technologies for structural heart disease, and critical care and surgical monitoring in the United States and internationally. It offers transcatheter heart valve replacement products for the minimally invasive replacement of heart valves; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases. The company also provides surgical heart valve therapy products, such as pericardial valves for aortic and mitral surgical valve replacement; aortic heart valves; annuloplasty rings; cardiac cannula devices; beating heart mitral valve repair system for the treatment of degenerative mitral valve diseases, as well as various procedure-enabling platforms to advance minimally invasive surgery. In addition, it offers critical care products, such as hemodynamic monitoring systems to measure a patient's heart function and fluid status in surgical and intensive care settings; pulmonary artery catheters; arterial pressure monitoring products oximetry central venous catheters, as well as monitoring platforms that display a patient's physiological information; and Acumen Hypotension Prediction Index, which alerts clinicians in advance of a patient developing low blood pressure. The company distributes its products through direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California.",Mr. Michael Mussallem,Medical Devices,66.767975,1423800000.0,823400000.0,4386300000.0,1.3176508241318612,1.3176508241318612,7237100000.0,2662800000.0,1402600000.0,647000000.0,0.07213855421686748,-0.2134874391059318,-0.21412491321660165,0.18772085812643913,0.36793743350236974
211,EXR,Extra Space Storage Inc Common Stock,$145.56,-0.29,-0.199%,19465514638.0,United States,2004.0,660664,Consumer Services,Real Estate Investment Trusts,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of September 30, 2020, the Company owned and/or operated 1,906 self-storage stores in 40 states, Washington, D.C. and Puerto Rico. The Company's stores comprise approximately 1.4 million units and approximately 147.5 million square feet of rentable space. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage. The Company is the second largest owner and/or operator of self-storage stores in the United States and is the largest self-storage management company in the United States.",Mr. Joseph Margolis,REIT Industrial,32.854557,872509000.0,481779000.0,1356212000.0,3.7579219324067488,3.7579219324067488,9395848000.0,6459724000.0,109124000.0,771232000.0,0.022140087393540377,0.14718299294944603,0.14921160012438842,0.3552387089923994,0.6875083547541425
212,FAF,First American Corporation (New) Common Stock,$66.00,0.78,1.196%,7242916758.0,United States,,537327,Finance,Specialty Insurers,"First American Financial Corporation, through its subsidiaries, provides financial services. It operates through Title Insurance and Services, and Specialty Insurance segments. The Title Insurance and Services segment issues title insurance policies on residential and commercial property, as well as offers related products and services. This segment also provides closing and/or escrow services; products and services involving the use of real property related data to mitigate risk or facilitates real estate transactions; and appraisals and other valuation-related products and services, lien release and document custodial services, warehouse lending services, default-related products and services, and title evidence services, as well as banking, trust, and wealth management services. In addition, it accommodates tax-deferred exchanges of real estate; and maintains, manages, and provides access to title plant records and images. This segment offers its products through a network of direct operations and agents in 49 states and in the District of Columbia, as well as in Canada, the United Kingdom, Australia, South Korea, and internationally. The Specialty Insurance segment provides property and casualty insurance comprising coverage to residential homeowners and renters for liability losses and typical hazards, such as fire, theft, vandalism, and other types of property damage. It also offers residential service contracts that cover residential systems, such as heating and air conditioning systems, and appliances against failures that occur as the result of normal usage during the coverage period; and auto insurance products. This segment markets its property and casualty insurance products through direct distribution channels, including marketing through its existing closing-service activities, as well as through a network of independent brokers in 36 states. First American Financial Corporation was founded in 1889 and is headquartered in Santa Ana, California.",Mr. Dennis Gilmore,Insurance Specialty,8.511465,0.0,696429000.0,7080949000.0,6.18,6.16,12795988000.0,7874340000.0,1321322000.0,970575000.0,0.0,-0.015522822691225738,-0.012779552715654964,0.09835249484214616,0.6153756943191881
213,FBC,Flagstar Bancorp Inc. Common Stock,$46.09,-0.46,-0.988%,2431367611.0,United States,,801950,Finance,Savings Institutions,"Flagstar Bancorp, Inc. operates as a savings and loan holding company for Flagstar Bank, FSB that provides commercial and consumer banking services to individuals and businesses in the United States. Its Community Banking segment offers various products, such as checking accounts, savings accounts, money market accounts, certificates of deposit, consumer and commercial loans, commercial real estate loans, equipment finance and leasing, home builder finance loans, and warehouse lines of credit. It also provides other financial services, including consumer and corporate card services, customized treasury management solutions, merchant services, and capital markets services, such as loan syndications, and investment and insurance products and services. This segment serves consumer, business, and mortgage lending customers through its branch banking, business and commercial banking, government banking, warehouse lending, and loans held-for-investment (LHFI) portfolio groups. The company's Mortgage Originations segment originates, acquires, and sells one-to-four family residential mortgage loans through mortgage branches, call centers, the Internet, and third party counterparties. Its Mortgage Servicing segment offers services and subservices mortgage loans; and the servicing of residential mortgages for its LHFI portfolio, as well as noninterest-bearing escrow services. As of December 31, 2019, the company provided banking services through 160 full service banking branches; and mortgages through a wholesale network of brokers and correspondents in 50 states, as well as 88 retail locations in 27 states. Flagstar Bancorp, Inc. was founded in 1987 and is headquartered in Troy, Michigan.",Mr. Joseph Campanelli,Banks Regional,4.0008655,717000000.0,538000000.0,1680000000.0,9.507948132128243,9.507948132128243,31038000000.0,28837000000.0,2567000000.0,0.0,0.0,1.4678899082568808,1.4695969174359065,0.3202380952380952,0.9290869257039758
